0,商品ID,书籍名称,书籍链接,价格,好评度,评论数,出版社,店家链接
397,11789669,《有趣的二进制 软件安全与逆向分析》([日]爱甲健二)【摘要 书评 试读】- 京东图书,//item.jd.com/11789669.html,33.2,98,600,人民邮电出版社,//ptpressjd.jd.com
398,11789753,《Python项目开发实战》([美]Laura Cassell，[美]AlanGauld)【摘要 书评 试读】- 京东图书,//item.jd.com/11789753.html,53.2,99,2600,清华大学出版社,//mall.jd.com/index-1000004111.html
399,11790199,《R语言数据分析与挖掘实战》(张良均，云伟标，王路，刘晓勇)【摘要 书评 试读】- 京东图书,//item.jd.com/11790199.html,52.7,99,12000,机械工业出版社,//cmpbook.jd.com
400,11791238,《密码学：C/C++语言实现（原书第2版）》([德]迈克尔·威尔森巴赫)【摘要 书评 试读】- 京东图书,//item.jd.com/11791238.html,56.9,98,200,机械工业出版社,//cmpbook.jd.com
401,11795034,"《Scala编程思想（原书第2版）》([美]布鲁斯·埃克尔（Bruce Eckel）,戴安娜·马什（Dianne Marsh）)【摘要 书评 试读】- 京东图书",//item.jd.com/11795034.html,54.5,95,500,机械工业出版社,//cmpbook.jd.com
402,11800589,《实战Java高并发程序设计》(葛一鸣，郭超)【摘要 书评 试读】- 京东图书,//item.jd.com/11800589.html,53.4,98,4400,电子工业出版社,//phei1982.jd.com
403,11807414,《看透Spring MVC：源代码分析与实践》(韩路彪)【摘要 书评 试读】- 京东图书,//item.jd.com/11807414.html,64.9,97,1500,机械工业出版社,//cmpbook.jd.com
404,11807430,《JavaScript编程精解（原书第2版）》([美]马尔奇·哈弗贝克)【摘要 书评 试读】- 京东图书,//item.jd.com/11807430.html,74.4,98,300,机械工业出版社,//cmpbook.jd.com
405,11821338,《明解C语言（第3版 入门篇）》([日]柴田望洋)【摘要 书评 试读】- 京东图书,//item.jd.com/11821338.html,67.2,98,1400,人民邮电出版社,//ptpressjd.jd.com
406,11821339,《Java技术手册（第6版）》([英]Benjamin J. Evans，[美]David Flanagan)【摘要 书评 试读】- 京东图书,//item.jd.com/11821339.html,67.2,98,200,人民邮电出版社,//ptpressjd.jd.com
407,11821347,"《趣学JavaScript：教孩子学编程》([美]Nick.Morgan,摩根)【摘要 书评 试读】- 京东图书",//item.jd.com/11821347.html,46.6,99,12000,人民邮电出版社,//ptpressjd.jd.com
408,11821364,《Python语言及其应用》([美]卢布诺维克（Bill Lubanovic）)【摘要 书评 试读】- 京东图书,//item.jd.com/11821364.html,67.2,99,1200,人民邮电出版社,//ptpressjd.jd.com
409,11821611,《STL源码剖析》(侯捷)【摘要 书评 试读】- 京东图书,//item.jd.com/11821611.html,61,98,5600,华中科技大学出版社,//hustp.jd.com
410,11821937,《Python数据分析与挖掘实战》(张良均，王路，谭立云，苏剑林，等)【摘要 书评 试读】- 京东图书,//item.jd.com/11821937.html,54.5,99,12000,机械工业出版社,//cmpbook.jd.com
411,11822146,《PHP开发实例大全（基础卷 附光盘）》【摘要 书评 试读】- 京东图书,//item.jd.com/11822146.html,113.8,96,9900,清华大学出版社,//mall.jd.com/index-1000004111.html
412,11825209,《ASP.NET开发实例大全·基础卷/软件工程师开发大系（附光盘）》【摘要 书评 试读】- 京东图书,//item.jd.com/11825209.html,113.8,95,4100,清华大学出版社,//mall.jd.com/index-1000004111.html
413,11825215,《Java开发实例大全·基础卷/软件工程师开发大系（附光盘）》【摘要 书评 试读】- 京东图书,//item.jd.com/11825215.html,113.8,97,500,清华大学出版社,//mall.jd.com/index-1000004111.html
414,11825768,《ASP.NET开发实例大全 提高卷/软件工程师开发大系（附光盘）》【摘要 书评 试读】- 京东图书,//item.jd.com/11825768.html,113.8,95,4100,清华大学出版社,//mall.jd.com/index-1000004111.html
415,11825782,《Java Web开发实例大全·提高卷/软件工程师开发大系（附光盘）》【摘要 书评 试读】- 京东图书,//item.jd.com/11825782.html,102.4,95,300,清华大学出版社,//mall.jd.com/index-1000004111.html
416,11825971,《Java开发实例大全 提高卷/软件工程师开发大系（附光盘）》【摘要 书评 试读】- 京东图书,//item.jd.com/11825971.html,102.4,98,200,清华大学出版社,//mall.jd.com/index-1000004111.html
417,11826182,《Java数字图像处理：编程技巧与应用实践》(贾志刚)【摘要 书评 试读】- 京东图书,//item.jd.com/11826182.html,56.9,99,100,机械工业出版社,//cmpbook.jd.com
418,11826383,《PHP+MySQL+Dreamweaver动态网站开发从入门到精通（第2版）》(陈益材，等)【摘要 书评 试读】- 京东图书,//item.jd.com/11826383.html,54.5,95,200,机械工业出版社,//cmpbook.jd.com
419,11826669,《JavaScript经典实例（第二版）》([美]Shelley Powers（谢丽·鲍尔斯）)【摘要 书评 试读】- 京东图书,//item.jd.com/11826669.html,73.5,98,1000,中国电力出版社,//mall.jd.com/index-1000005549.html
420,11826925,《C# 开发实例大全·基础卷/软件工程师开发大系（附光盘）》【摘要 书评 试读】- 京东图书,//item.jd.com/11826925.html,113.8,96,10000,清华大学出版社,//mall.jd.com/index-1000004111.html
421,11826939,《C#开发实例大全·提高卷/软件工程师开发大系（附光盘）》【摘要 书评 试读】- 京东图书,//item.jd.com/11826939.html,113.8,96,10000,清华大学出版社,//mall.jd.com/index-1000004111.html
422,11827280,《Visual C++编程实战宝典+Visual C++游戏开发案例实战+Visual C++网络编程案例实战（套装共3册 附DVD光盘）》(李琳娜、梁伟、王浩，等)【摘要 书评 试读】- 京东图书,//item.jd.com/11827280.html,161.4,99,400,清华大学出版社,//mall.jd.com/index-1000004111.html
423,11827583,《Kali Linux渗透测试技术详解+Wireshark数据包分析实战详解（套装共2册）》(杨波、王晓卉，李亚伟 )【摘要 书评 试读】- 京东图书,//item.jd.com/11827583.html,104.1,97,5600,清华大学出版社,//mall.jd.com/index-1000004111.html
424,11828627,《Visual C++开发实例大全 提高卷/软件工程师开发大系（附光盘）》【摘要 书评 试读】- 京东图书,//item.jd.com/11828627.html,102.4,96,4800,清华大学出版社,//mall.jd.com/index-1000004111.html
425,11829224,《PHP开发实例大全 提高卷/软件工程师开发大系（附光盘）》【摘要 书评 试读】- 京东图书,//item.jd.com/11829224.html,115.2,96,9900,清华大学出版社,//mall.jd.com/index-1000004111.html
426,11829541,《Xilinx ZYNQ-7000 AP SoC开发实战指南 EDA工程技术丛书》(符晓，张国斌，朱洪顺)【摘要 书评 试读】- 京东图书,//item.jd.com/11829541.html,39.2,98,200,清华大学出版社,//mall.jd.com/index-1000004111.html
427,11831000,《Java Web开发实例大全 基础卷  配光盘  软件工程师开发大系》(软件开发技术联盟)【摘要 书评 试读】- 京东图书,//item.jd.com/11831000.html,113.8,96,500,清华大学出版社,//mall.jd.com/index-1000004111.html
428,11836156,《Visual C++开发实例大全·基础卷/软件工程师开发大系（附光盘）》【摘要 书评 试读】- 京东图书,//item.jd.com/11836156.html,115.2,96,4800,清华大学出版社,//mall.jd.com/index-1000004111.html
429,11836608,《算法基础：打开算法之门》([美]托马斯H.科尔曼)【摘要 书评 试读】- 京东图书,//item.jd.com/11836608.html,46.6,99,2300,机械工业出版社,//cmpbook.jd.com
430,11837411,《自制搜索引擎》([日]山田浩之，[日]末永匡)【摘要 书评 试读】- 京东图书,//item.jd.com/11837411.html,33.2,97,3200,人民邮电出版社,//ptpressjd.jd.com
431,11840859,《Python和Pygame游戏开发指南》([美]斯维加特（Al Sweigart）)【摘要 书评 试读】- 京东图书,//item.jd.com/11840859.html,46.5,99,200,人民邮电出版社,//ptpressjd.jd.com
432,11841674,《Python算法教程》([挪威]赫特兰（Magnus Lie Hetland）)【摘要 书评 试读】- 京东图书,//item.jd.com/11841674.html,58,98,3300,人民邮电出版社,//ptpressjd.jd.com
433,11842169,《看板实战》([瑞典]马库斯·哈马伯格（Marcus Hammarberg），[瑞典]乔吉姆·森顿（Joakim Sundén）)【摘要 书评 试读】- 京东图书,//item.jd.com/11842169.html,46.5,99,400,人民邮电出版社,//ptpressjd.jd.com
434,11843719,《PHP、MySQL与JavaScript学习手册（第四版）》([美]Robin Nixon（罗宾·尼克松）著 侯荣涛，侯硕楠，韩进 译)【摘要 书评 试读】- 京东图书,//item.jd.com/11843719.html,96,99,2900,中国电力出版社,//mall.jd.com/index-1000005549.html
435,11844102,《React Native入门与实战》(王利华，魏晓军，冯诚祺)【摘要 书评 试读】- 京东图书,//item.jd.com/11844102.html,67.2,96,1100,人民邮电出版社,//ptpressjd.jd.com
436,11845736,《AngularJS深度剖析与最佳实践》(雪狼，破狼，彭洪伟)【摘要 书评 试读】- 京东图书,//item.jd.com/11845736.html,64.9,97,500,机械工业出版社,//cmpbook.jd.com
437,11846120,《深入理解Spark：核心思想与源码分析》(耿嘉安)【摘要 书评 试读】- 京东图书,//item.jd.com/11846120.html,93.2,98,1600,机械工业出版社,//cmpbook.jd.com
438,11846759,《深入理解JavaScript》([美]罗彻麦尔（Axel Rauschmayer）)【摘要 书评 试读】- 京东图书,//item.jd.com/11846759.html,62.4,99,400,人民邮电出版社,//ptpressjd.jd.com
439,11847292,"《R语言初学指南》([美]布莱恩·丹尼斯（Brian,Dennis）)【摘要 书评 试读】- 京东图书",//item.jd.com/11847292.html,41.2,99,9600,人民邮电出版社,//ptpressjd.jd.com
440,11848569,《计算机程序设计艺术（卷1）：基本算法（第3版）》([美]高德纳（Donald E. Knuth）)【摘要 书评 试读】- 京东图书,//item.jd.com/11848569.html,168.3,98,3100,人民邮电出版社,//ptpressjd.jd.com
441,11849235,《ES 6 标准入门（第2版）》(阮一峰)【摘要 书评 试读】- 京东图书,//item.jd.com/11849235.html,54.3,98,2000,电子工业出版社,//phei1982.jd.com
442,11849765,《数据结构与算法：Python语言描述》(裘宗燕)【摘要 书评 试读】- 京东图书,//item.jd.com/11849765.html,33,98,1500,机械工业出版社,//cmpbook.jd.com
443,11850962,《跟兄弟连学PHP（附光盘）》【摘要 书评 试读】- 京东图书,//item.jd.com/11850962.html,93,95,2800,电子工业出版社,//phei1982.jd.com
444,11851351,《精通 ASP.NET MVC 5》([美]Adam Freeman)【摘要 书评 试读】- 京东图书,//item.jd.com/11851351.html,78,95,700,人民邮电出版社,//ptpressjd.jd.com
445,11857434,《深入理解ElasticSearch》([美]拉斐尔·酷奇，等)【摘要 书评 试读】- 京东图书,//item.jd.com/11857434.html,64.9,97,900,机械工业出版社,//cmpbook.jd.com
446,11858013,《Selenium 2自动化测试实战 基于Python语言》(虫师)【摘要 书评 试读】- 京东图书,//item.jd.com/11858013.html,46.6,98,5100,电子工业出版社,//phei1982.jd.com
447,11858148,《MATLAB GUI设计入门与实战》(余胜威，吴婷，罗建桥)【摘要 书评 试读】- 京东图书,//item.jd.com/11858148.html,71.8,97,6300,清华大学出版社,//mall.jd.com/index-1000004111.html
448,11858186,《C/C++学习指南（语法篇）》(邵发)【摘要 书评 试读】- 京东图书,//item.jd.com/11858186.html,44.4,98,22000,清华大学出版社,//mall.jd.com/index-1000004111.html
449,11863994,《Unity 5.X 3D游戏开发技术详解与典型案例》(吴亚峰，索依娜)【摘要 书评 试读】- 京东图书,//item.jd.com/11863994.html,70.3,98,4200,人民邮电出版社,//ptpressjd.jd.com
450,11864820,《Effective Python：编写高质量Python代码的59个有效方法》([美]布雷特·斯拉特金)【摘要 书评 试读】- 京东图书,//item.jd.com/11864820.html,55.5,99,1600,机械工业出版社,//cmpbook.jd.com
451,11864836,《Go程序设计语言（英文版）》([美]艾伦A.A.多诺万，等)【摘要 书评 试读】- 京东图书,//item.jd.com/11864836.html,61.7,99,5600,机械工业出版社,//cmpbook.jd.com
452,11866963,《Xcode实战：Apple平台开发实用技术、技巧及最佳流程》([美]弗里茨·安德森（Fritz Anderson）)【摘要 书评 试读】- 京东图书,//item.jd.com/11866963.html,78.2,96,100,机械工业出版社,//cmpbook.jd.com
453,11870302,《PowerDesigner 16 从入门到精通》(李波，孙宪丽，关颖)【摘要 书评 试读】- 京东图书,//item.jd.com/11870302.html,61.3,97,100,清华大学出版社,//mall.jd.com/index-1000004111.html
454,11871839,《产品经理面试攻略》(蓝鲸部落)【摘要 书评 试读】- 京东图书,//item.jd.com/11871839.html,55.5,99,800,机械工业出版社,//cmpbook.jd.com
455,11872653,《Python数据分析》([印尼]伊德里斯（Ivan Idris）)【摘要 书评 试读】- 京东图书,//item.jd.com/11872653.html,46.6,99,1700,人民邮电出版社,//ptpressjd.jd.com
456,11877268,《深入理解Nginx：模块开发与架构解析（第2版）》(陶辉)【摘要 书评 试读】- 京东图书,//item.jd.com/11877268.html,93.2,99,2600,机械工业出版社,//cmpbook.jd.com
457,11879051,《支持向量机：理论、算法与拓展》(邓乃扬，田英杰)【摘要 书评 试读】- 京东图书,//item.jd.com/11879051.html,77,97,100,科学出版社,//mall.jd.com/index-1000005740.html
458,11880788,《ZooKeeper：分布式过程协同技术详解》([美]Flavio Junqueira，Benjamin Reed)【摘要 书评 试读】- 京东图书,//item.jd.com/11880788.html,64.9,98,2500,机械工业出版社,//cmpbook.jd.com
459,11882913,《Scala学习手册》([美]Jason Swartz（詹森·斯瓦茨）)【摘要 书评 试读】- 京东图书,//item.jd.com/11882913.html,36,99,7200,中国电力出版社,//mall.jd.com/index-1000005549.html
460,11885851,《LabVIEW大学实用教程（第三版）》([美]J. 特拉维斯（Jeffrey Travis），[美]J. 克林（Jim Kring）)【摘要 书评 试读】- 京东图书,//item.jd.com/11885851.html,57,95,300,电子工业出版社,//phei1982.jd.com
461,11886254,《数据结构与算法分析：Java语言描述（原书第3版） 》([美]马克·艾伦·维斯)【摘要 书评 试读】- 京东图书,//item.jd.com/11886254.html,54.5,99,6900,机械工业出版社,//cmpbook.jd.com
462,11887193,《31天学会CRM项目开发：C#编程入门及项目实战》(代前杰，等)【摘要 书评 试读】- 京东图书,//item.jd.com/11887193.html,83.8,97,500,机械工业出版社,//cmpbook.jd.com
463,11887586,《垃圾回收算法手册：自动内存管理的艺术》([英]理查德·琼斯)【摘要 书评 试读】- 京东图书,//item.jd.com/11887586.html,109.6,99,800,机械工业出版社,//cmpbook.jd.com
464,11890417,《Python面向对象编程指南》([美]Steven F. Lott（洛特）)【摘要 书评 试读】- 京东图书,//item.jd.com/11890417.html,62.3,98,400,人民邮电出版社,//ptpressjd.jd.com
465,11890423,《C语言接口与实现 创建可重用软件的技术》([美]戴维 R.汉森（David R. Hanson）)【摘要 书评 试读】- 京东图书,//item.jd.com/11890423.html,62.3,98,600,人民邮电出版社,//ptpressjd.jd.com
466,11891058,《程序员的数学3 线性代数》([日]平冈和幸，堀玄)【摘要 书评 试读】- 京东图书,//item.jd.com/11891058.html,67.2,99,6000,人民邮电出版社,//ptpressjd.jd.com
467,11891856,《算法基础（第5版）》([美]那不勒坦（Richard E.Neapolitan）)【摘要 书评 试读】- 京东图书,//item.jd.com/11891856.html,84.2,98,200,人民邮电出版社,//ptpressjd.jd.com
468,11892134,《基于R语言的自动数据收集：网络抓取和文本挖掘实用指南》([德]西蒙·蒙策尔特，等)【摘要 书评 试读】- 京东图书,//item.jd.com/11892134.html,81.7,98,300,机械工业出版社,//cmpbook.jd.com
